,PERMNO,year,ret,price
611,10147,1997,1.298078154,42.875
612,10147,1998,1.454673486,81.34375
613,10147,1999,1.797731845,95.09895833
614,10147,2000,-0.611103623,63.14895833
615,10147,2001,-0.741879908,12.72166667
616,10147,2002,0.386751847,7.509166667
617,10147,2003,0.088823577,12.69166667
618,10147,2004,0.202630898,12.78416667
619,10147,2005,-0.199854217,13.2775
620,10147,2006,0.649954064,13.6925
621,10147,2007,-0.188398592,17.95
622,10147,2008,-0.108235887,12.11583333
623,10147,2009,0.396945449,17.24166667
624,10147,2010,0.505466146,23.8975
625,10147,2011,-0.06969192,24.97833333
626,10147,2012,-0.074520779,24.71916667
627,10147,2013,0.133164384,25.60675
628,10147,2014,0.018688527,28.08166667
629,10147,2015,0.047991363,25.995
630,10147,2016,0.066985681,28.635
631,10154,1990,0.02173939,2.557291667
632,10154,1991,0.191488463,6.489583333
633,10154,1992,-0.250000297,4.25
634,10154,1993,0.857144322,4.0625
635,10154,1994,1.32051182,11.75
636,10154,1995,0.066299382,26.55357143
637,10155,1990,2.73912703,-1.023438333
638,10155,1991,1.000001515,0.8359375
639,10155,1992,0.201691414,5.3046875
640,10155,1993,-0.724137715,3.953125
641,10155,1994,0.428570502,2.401041667
642,10155,1995,-0.150000833,2.223958333
643,10155,1997,0.516128943,1.986979167
644,10155,1998,-0.361700767,1.372395833
645,10155,1999,-0.416666129,1.0703125
646,10155,2000,-0.277714189,0.554431818
647,10160,1990,-0.0499982,-1.058596667
648,10160,1991,-0.421111008,-1.191406667
649,10160,1992,-0.196969762,-0.5859375
650,10160,1993,0.433962032,-0.380208333
651,10160,1994,-0.263157187,0.1796875
652,10160,1995,0.428571878,0.5
653,10160,1996,2.799994876,4.114583333
654,10160,1997,-0.605263089,4.541666667
655,10160,1998,-0.566667088,1.388020833
656,10160,1999,0.10576762,1.472655833
657,10160,2000,-0.318260294,-0.281354167
658,10160,2001,-0.399999839,-0.5
659,10160,2002,1.99319801,0.692272727
660,10161,1990,-0.01768538,23.42708333
661,10161,1991,-0.030306138,20.20833333
662,10161,1992,0.112203627,18.63541667
663,10161,1993,-0.037634646,23.5625
664,10163,1990,0.158569906,11.48958333
665,10163,1991,1.598542645,25.75
666,10163,1992,0.20529211,25.60416667
667,10163,1993,0.12614764,21.90625
668,10163,1994,0.566078473,25.07291667
669,10163,1995,-0.170509489,16.30078167
670,10163,1996,0.253428538,17.13020833
671,10163,1997,-0.275216682,16.640625
672,10163,1998,-0.523747697,7.911458333
673,10163,1999,0.435381029,8.4453125
674,10163,2000,-0.019345213,8.490833333
675,10163,2001,-0.025799671,8.339166667
676,10163,2002,0.177478391,8.3475
677,10163,2003,0.481022586,12.60583333
678,10163,2004,-0.202340417,13.915
679,10163,2005,-0.03702611,11.84333333
680,10163,2006,0.350552239,11.88583333
681,10163,2007,-0.826675556,9.2475
682,10163,2008,-0.414062227,2.233333333
683,10163,2009,1.463333379,2.582916667
684,10163,2010,0.345060329,4.345
685,10163,2011,0.114687549,4.536
686,10170,1990,-0.11999971,0.901041667
687,10170,1991,-0.318182404,0.903645833
688,10170,1992,-0.066666896,0.559895833
689,10170,1993,-0.57142877,0.505208333
